Year,Title,Title Name,Average_Depth,Max_Depth,Average_Breadth,Max_Breadth,Num_Leaf_Nodes,Average_Branching_Factor,Variance_Branching_Factor,Number_of_Nodes,Group
2000,9,Arbitration,2.735294117647059,5,11.333333333333334,31,53,4.466666666666667,12.78222222222222,68,Society
2001,9,Arbitration,2.735294117647059,5,11.333333333333334,31,53,4.466666666666667,12.78222222222222,68,Society
2002,9,Arbitration,2.7205882352941178,5,11.333333333333334,31,53,4.466666666666667,12.515555555555553,68,Society
2003,9,Arbitration,2.7205882352941178,5,11.333333333333334,31,53,4.466666666666667,12.515555555555553,68,Society
2004,9,Arbitration,2.7205882352941178,5,11.333333333333334,31,53,4.466666666666667,12.515555555555553,68,Society
2005,9,Arbitration,2.7205882352941178,5,11.333333333333334,31,53,4.466666666666667,12.515555555555553,68,Society
2006,9,Arbitration,2.7205882352941178,5,11.333333333333334,31,53,4.466666666666667,12.515555555555553,68,Society
2007,9,Arbitration,2.7205882352941178,5,11.333333333333334,31,53,4.466666666666667,12.515555555555553,68,Society
2008,9,Arbitration,2.7205882352941178,5,11.333333333333334,31,53,4.466666666666667,12.515555555555553,68,Society
2009,9,Arbitration,2.7205882352941178,5,11.333333333333334,31,53,4.466666666666667,12.515555555555553,68,Society
2010,9,Arbitration,2.7205882352941178,5,11.333333333333334,31,53,4.466666666666667,12.515555555555553,68,Society
2011,9,Arbitration,2.7205882352941178,5,11.333333333333334,31,53,4.466666666666667,12.515555555555553,68,Society
2012,9,Arbitration,2.7205882352941178,5,11.333333333333334,31,53,4.466666666666667,12.515555555555553,68,Society
2013,9,Arbitration,2.7205882352941178,5,11.333333333333334,31,53,4.466666666666667,12.515555555555553,68,Society
2014,9,Arbitration,2.7205882352941178,5,11.333333333333334,31,53,4.466666666666667,12.515555555555553,68,Society
2015,9,Arbitration,2.7205882352941178,5,11.333333333333334,31,53,4.466666666666667,12.515555555555553,68,Society
2016,9,Arbitration,2.7205882352941178,5,11.333333333333334,31,53,4.466666666666667,12.515555555555553,68,Society
2017,9,Arbitration,2.7205882352941178,5,11.333333333333334,31,53,4.466666666666667,12.515555555555553,68,Society
2018,9,Arbitration,2.7205882352941178,5,11.333333333333334,31,53,4.466666666666667,12.515555555555553,68,Society
2019,9,Arbitration,2.7205882352941178,5,11.333333333333334,31,53,4.466666666666667,12.515555555555553,68,Society
2020,9,Arbitration,2.7205882352941178,5,11.333333333333334,31,53,4.466666666666667,12.515555555555553,68,Society
2021,9,Arbitration,2.7205882352941178,5,11.333333333333334,31,53,4.466666666666667,12.515555555555553,68,Society
2022,9,Arbitration,2.7012987012987013,5,12.833333333333334,33,59,4.222222222222222,10.950617283950622,77,Society
2023,9,Arbitration,2.7012987012987013,5,12.833333333333334,33,59,4.222222222222222,10.950617283950622,77,Society
1994,10,Armed Forces,5.72056810403833,10,1593.8181818181818,6168,12607,3.559593908629441,10.495788667577004,17532,National Defense
1995,10,Armed Forces,5.721858452428401,10,1596.6363636363635,6181,12627,3.5579416531604537,10.480435309399802,17563,National Defense
1996,10,Armed Forces,5.7519010886810005,10,1661.7272727272727,6631,13072,3.510274630305358,9.752487095695573,18279,National Defense
1997,10,Armed Forces,5.756727101729453,10,1739.909090909091,6992,13681,3.506412605349945,9.753440007111434,19139,National Defense
1998,10,Armed Forces,5.7605245700872585,10,1781.5454545454545,7170,14016,3.5111987099086184,9.814468747649409,19597,National Defense
1999,10,Armed Forces,5.782920245398773,10,1852.272727272728,7417,14563,3.5055058499655884,9.860430800549926,20375,National Defense
2000,10,Armed Forces,5.788551840721262,10,1936.0,7778,15208,3.4978646517739818,9.832124218213602,21296,National Defense
2001,10,Armed Forces,5.802508551881414,10,1993.1818181818185,7983,15659,3.4988828598787105,9.815271653371395,21925,National Defense
2002,10,Armed Forces,5.802508551881414,10,1993.1818181818185,7983,15659,3.4988828598787105,9.815271653371395,21925,National Defense
2003,10,Armed Forces,5.810211987985896,10,2088.454545454545,8383,16398,3.493840304182509,9.912015290087025,22973,National Defense
2004,10,Armed Forces,5.810211987985896,10,2088.454545454545,8383,16398,3.493840304182509,9.912015290087025,22973,National Defense
2005,10,Armed Forces,5.833099579242637,10,2203.818181818182,8874,17299,3.4914302174852367,9.887547183917832,24242,National Defense
2006,10,Armed Forces,5.867458267473689,10,2358.090909090909,9576,18516,3.494274552067897,10.172370560212691,25939,National Defense
2007,10,Armed Forces,5.8647479751513725,10,2312.181818181818,9286,18135,3.484449924647212,9.72776888155282,25434,National Defense
2008,10,Armed Forces,5.88502985018586,10,2421.181818181818,9783,18979,3.479487849490462,9.63630514663862,26633,National Defense
2009,10,Armed Forces,5.897067974669644,10,2483.5454545454545,10056,19471,3.4808868501529053,9.654833464262106,27319,National Defense
2010,10,Armed Forces,5.904527488321954,10,2530.0,10262,19864,3.493472257092644,9.674009610514902,27830,National Defense
2011,10,Armed Forces,5.9032338132047375,10,2563.818181818182,10455,20127,3.4923839009287927,9.712728372744388,28202,National Defense
2012,10,Armed Forces,5.911813701672798,10,2619.454545454545,10703,20553,3.487834402614696,9.643872092660027,28814,National Defense
2013,10,Armed Forces,5.915157750342935,10,2650.909090909091,10845,20805,3.490005984440455,9.603101795295848,29160,National Defense
2014,10,Armed Forces,5.926855710268659,10,2683.3636363636365,10934,21047,3.4847697756788665,9.563581499536031,29517,National Defense
2015,10,Armed Forces,5.9332199773288,10,2726.7272727272725,11090,21381,3.4822942064321376,9.546098904733398,29994,National Defense
2016,10,Armed Forces,5.992380112723953,10,2887.181818181818,11495,22587,3.4624945486262537,9.630189503350874,31759,National Defense
2017,10,Armed Forces,6.0020328333384665,10,2951.5454545454545,11786,23091,3.462670648464164,9.71042392565859,32467,National Defense
2018,10,Armed Forces,5.998289007624422,10,3028.5454545454545,12215,23696,3.463609898107715,10.358261953038074,33314,National Defense
2019,10,Armed Forces,6.017180526791704,10,3116.6363636363635,12498,24407,3.471243418388011,10.368452119364711,34283,National Defense
2020,10,Armed Forces,6.161322163448154,11,3292.583333333333,13585,28078,3.455785882970349,9.081422178244743,39511,National Defense
2021,10,Armed Forces,6.1824914336244055,11,3015.6666666666665,12040,25713,3.4546062052505966,8.858536062111167,36188,National Defense
2022,10,Armed Forces,6.209634302822925,11,3117.333333333333,12367,26607,3.4632904360707344,8.821562323665598,37408,National Defense
2023,10,Armed Forces,6.221106296201886,11,3269.1666666666665,12951,27907,3.4645411993288,8.762034203967755,39230,National Defense
1994,11,Bankruptcy,4.789759503491078,8,286.44444444444446,861,1837,3.477732793522267,10.23330983953201,2578,Economy
1995,11,Bankruptcy,4.789759503491078,8,286.44444444444446,861,1837,3.477732793522267,10.23330983953201,2578,Economy
1996,11,Bankruptcy,4.790859798605732,8,286.8888888888889,863,1840,3.4784366576819408,10.295357124693998,2582,Economy
1997,11,Bankruptcy,4.790859798605732,8,286.8888888888889,863,1840,3.4784366576819408,10.295357124693998,2582,Economy
1998,11,Bankruptcy,4.790859798605732,8,286.8888888888889,863,1840,3.4784366576819408,10.295357124693998,2582,Economy
1999,11,Bankruptcy,4.796067848882036,8,288.22222222222223,867,1847,3.4712182061579653,10.241139479829064,2594,Economy
2000,11,Bankruptcy,4.795601061812666,8,293.0,883,1876,3.463863337713535,10.10940373427982,2637,Economy
2001,11,Bankruptcy,4.795601061812666,8,293.0,883,1876,3.463863337713535,10.10940373427982,2637,Economy
2002,11,Bankruptcy,4.8007561436672965,8,293.8888888888889,884,1881,3.4607329842931938,10.11495024807428,2645,Economy
2003,11,Bankruptcy,4.8007561436672965,8,293.8888888888889,884,1881,3.4607329842931938,10.11495024807428,2645,Economy
2004,11,Bankruptcy,4.8007561436672965,8,293.8888888888889,884,1881,3.4607329842931938,10.11495024807428,2645,Economy
2005,11,Bankruptcy,4.955138236828378,8,426.0,1304,2708,3.4040852575488456,9.416644056674462,3834,Economy
2006,11,Bankruptcy,4.955422314911366,8,426.22222222222223,1303,2707,3.3968113374667848,9.318182923662324,3836,Economy
2007,11,Bankruptcy,4.955422314911366,8,426.22222222222223,1303,2707,3.3968113374667848,9.318182923662322,3836,Economy
2008,11,Bankruptcy,4.954070981210856,8,425.77777777777777,1301,2705,3.399290150842946,9.347222211287267,3832,Economy
2009,11,Bankruptcy,4.954070981210856,8,425.77777777777777,1301,2705,3.399290150842946,9.347222211287267,3832,Economy
2010,11,Bankruptcy,4.953002610966058,8,425.55555555555554,1302,2704,3.4005328596802844,9.362664014461858,3830,Economy
2011,11,Bankruptcy,4.953549060542797,8,425.77777777777777,1302,2705,3.399290150842946,9.356095325750443,3832,Economy
2012,11,Bankruptcy,4.953549060542797,8,425.77777777777777,1302,2705,3.399290150842946,9.35609532575044,3832,Economy
2013,11,Bankruptcy,4.953549060542797,8,425.77777777777777,1302,2705,3.399290150842946,9.35609532575044,3832,Economy
2014,11,Bankruptcy,4.955445544554456,8,426.44444444444446,1303,2709,3.3985828166519045,9.348660524806592,3838,Economy
2015,11,Bankruptcy,4.955445544554456,8,426.44444444444446,1303,2709,3.3985828166519045,9.348660524806592,3838,Economy
2016,11,Bankruptcy,4.955445544554456,8,426.44444444444446,1303,2709,3.3985828166519045,9.348660524806592,3838,Economy
2017,11,Bankruptcy,4.953518566606077,8,427.8888888888889,1313,2720,3.404067197170645,9.374307065333962,3851,Economy
2018,11,Bankruptcy,4.953518566606077,8,427.8888888888889,1313,2720,3.404067197170645,9.374307065333962,3851,Economy
2019,11,Bankruptcy,4.943109987357775,8,439.44444444444446,1338,2791,3.3969072164948453,9.287481843625022,3955,Economy
2020,11,Bankruptcy,4.951043737574553,8,447.1111111111111,1367,2838,3.392074198988196,9.245097384039047,4024,Economy
2021,11,Bankruptcy,4.9482111583687765,8,444.1111111111111,1357,2819,3.392190152801358,9.275728479970674,3997,Economy
2022,11,Bankruptcy,4.945422535211268,8,441.77777777777777,1348,2806,3.3974358974358974,9.330078895463268,3976,Economy
2023,11,Bankruptcy,4.945422535211268,8,441.77777777777777,1348,2806,3.3974358974358974,9.330078895463268,3976,Economy
1994,12,Banks and Banking,4.609062055379227,8,2030.4444444444443,5859,13194,3.597047244094488,12.791762934776015,18274,Economy
1995,12,Banks and Banking,4.609546722073377,8,2032.111111111111,5874,13206,3.5978752705095416,12.775537488279545,18289,Economy
1996,12,Banks and Banking,4.618663781444415,8,2053.8888888888887,5937,13333,3.5877329192546585,12.7489023137601,18485,Economy
1997,12,Banks and Banking,4.624158181132482,8,2062.333333333333,5963,13383,3.5843955195056005,12.701355573190147,18561,Economy
1998,12,Banks and Banking,4.641440309834092,8,2123.0,6100,13744,3.56255826962521,12.511982416657936,19107,Economy
1999,12,Banks and Banking,4.651420196098251,8,2198.4444444444443,6335,14195,3.538722947594348,12.342580304390266,19786,Economy
2000,12,Banks and Banking,4.657547311881934,8,2213.4444444444443,6404,14297,3.541963015647226,12.330031423953535,19921,Economy
2001,12,Banks and Banking,4.65891511803114,8,2212.222222222222,6407,14292,3.5437878248487005,12.343134246190296,19910,Economy
2002,12,Banks and Banking,4.663614988243534,8,2221.0,6431,14345,3.5414599574769667,12.352462503533804,19989,Economy
2003,12,Banks and Banking,4.655269390171699,8,2252.0,6495,14532,3.5332984658298465,12.296659691949392,20268,Economy
2004,12,Banks and Banking,4.655525473787842,8,2257.222222222222,6519,14565,3.532869565217392,12.299006548204073,20315,Economy
2005,12,Banks and Banking,4.663912788423934,8,2272.8888888888887,6564,14673,3.537091475012969,12.378660535813577,20456,Economy
2006,12,Banks and Banking,4.67480345530428,8,2289.555555555556,6605,14779,3.536124935644414,12.23290641857628,20606,Economy
2007,12,Banks and Banking,4.67480345530428,8,2289.555555555556,6605,14779,3.536124935644414,12.23290641857628,20606,Economy
2008,12,Banks and Banking,4.727502438159411,8,2506.4444444444443,7258,16150,3.5201310861423223,12.014263902916964,22558,Economy
2009,12,Banks and Banking,4.733962678375412,8,2530.555555555556,7342,16304,3.519394220367795,12.011329937465844,22775,Economy
2010,12,Banks and Banking,4.733962678375412,8,2530.555555555556,7342,16304,3.519394220367795,12.011329937465844,22775,Economy
2011,12,Banks and Banking,4.817831343339447,8,2968.555555555556,8593,19061,3.4895506792058515,11.359347447015033,26717,Economy
2012,12,Banks and Banking,4.823064360478064,8,2993.555555555556,8667,19231,3.493839968875632,11.393523200429692,26942,Economy
2013,12,Banks and Banking,4.82307092751364,8,2993.6666666666665,8668,19232,3.4939696537414084,11.393265411607723,26943,Economy
2014,12,Banks and Banking,4.824137931034483,8,2996.6666666666665,8678,19253,3.4947518465725023,11.390571135128289,26970,Economy
2015,12,Banks and Banking,4.826278073286052,8,3008.0,8713,19319,3.491680639752354,11.375172630115618,27072,Economy
2016,12,Banks and Banking,4.826576576576577,8,3009.333333333333,8717,19327,3.4914270981049373,11.37381460642356,27084,Economy
2017,12,Banks and Banking,4.826712935617247,8,3009.777777777778,8718,19331,3.491942761376821,11.374596676884911,27088,Economy
2018,12,Banks and Banking,4.826120814328624,8,2996.333333333333,8689,19249,3.493910339466183,11.347656619068,26967,Economy
2019,12,Banks and Banking,4.827877351503481,8,3000.4444444444443,8697,19275,3.493724932074007,11.35618393831215,27004,Economy
2020,12,Banks and Banking,4.830582774626096,8,3016.222222222222,8753,19376,3.493564993564993,11.345196685930803,27146,Economy
2021,12,Banks and Banking,4.829640806712793,8,3019.111111111112,8761,19394,3.4933144767292363,11.353580914475089,27172,Economy
2022,12,Banks and Banking,4.827506081399993,8,3060.333333333333,8852,19646,3.4876535393187287,11.401677373696169,27543,Economy
2023,12,Banks and Banking,4.827506081399993,8,3060.333333333333,8852,19646,3.4876535393187287,11.401677373696169,27543,Economy
1994,13,Census,3.6403508771929824,6,32.57142857142857,85,161,3.388059701492537,4.237469369570058,228,Government Structure
1995,13,Census,3.813008130081301,7,30.75,86,173,3.356164383561644,3.955338712704069,246,Government Structure
1996,13,Census,3.813008130081301,7,30.75,86,173,3.356164383561644,3.955338712704069,246,Government Structure
1997,13,Census,3.821576763485477,7,30.125,83,169,3.333333333333333,3.999999999999999,241,Government Structure
1998,13,Census,3.821576763485477,7,30.125,83,169,3.333333333333333,3.999999999999999,241,Government Structure
1999,13,Census,3.821576763485477,7,30.125,83,169,3.333333333333333,3.999999999999999,241,Government Structure
2000,13,Census,3.821576763485477,7,30.125,83,169,3.333333333333333,3.999999999999999,241,Government Structure
2001,13,Census,3.8181818181818175,7,30.25,83,170,3.3472222222222223,4.115547839506174,242,Government Structure
